,name,search_name,country,feature_class,lat,long,latitude,longitude
566,Cruz del Eje,Córdoba,Argentina,seat of a second-order administrative division,S 30° 43′ 35'',W 64° 48′ 13'',-30.7263888888889,-64.8036111111111
567,Departamento de Colón,Córdoba,Argentina,second-order administrative division,S 31° 10′ 0'',W 64° 10′ 0'',-31.1666666666667,-64.1666666666667
568,La Falda,Córdoba,Argentina,populated place,S 31° 5′ 35'',W 64° 29′ 4'',-31.0930555555556,-64.4844444444445
569,Departamento de Juárez Celman,Córdoba,Argentina,second-order administrative division,S 33° 20′ 0'',W 63° 40′ 0'',-33.3333333333333,-63.6666666666667
570,Jesús María,Córdoba,Argentina,seat of a second-order administrative division,S 30° 58′ 53'',W 64° 5′ 39'',-30.9813888888889,-64.0941666666667
571,Departamento de Ischilín,Córdoba,Argentina,second-order administrative division,S 30° 30′ 0'',W 64° 35′ 0'',-30.5,-64.5833333333333
572,Hernando,Córdoba,Argentina,populated place,S 32° 25′ 40'',W 63° 44′ 0'',-32.4277777777778,-63.7333333333333
573,Departamento de General Roca,Córdoba,Argentina,second-order administrative division,S 34° 40′ 0'',W 64° 15′ 0'',-34.6666666666667,-64.25
574,Departamento de Sobremonte,Córdoba,Argentina,second-order administrative division,S 29° 40′ 0'',W 64° 5′ 0'',-29.6666666666667,-64.0833333333333
575,Lago San Roque,Córdoba,Argentina,lake,S 31° 22′ 24'',W 64° 28′ 3'',-31.3733333333333,-64.4675
576,San Justo Department,Córdoba,Argentina,second-order administrative division,S 31° 20′ 0'',W 62° 40′ 0'',-31.3333333333333,-62.6666666666667
577,Departamento de San Javier,Córdoba,Argentina,second-order administrative division,S 32° 5′ 0'',W 65° 10′ 0'',-32.0833333333333,-65.1666666666667
578,Departamento de San Alberto,Córdoba,Argentina,second-order administrative division,S 31° 45′ 0'',W 65° 15′ 0'',-31.75,-65.25
579,Río Segundo,Córdoba,Argentina,populated place,S 31° 39′ 0'',W 63° 54′ 41'',-31.65,-63.9113888888889
580,Departamento de Río Seco,Córdoba,Argentina,second-order administrative division,S 30° 5′ 0'',W 63° 0′ 0'',-30.0833333333333,-63
581,Departamento de Río Primero,Córdoba,Argentina,second-order administrative division,S 31° 5′ 0'',W 63° 30′ 0'',-31.0833333333333,-63.5
582,Departamento de Río Cuarto,Córdoba,Argentina,second-order administrative division,S 33° 20′ 0'',W 64° 30′ 0'',-33.3333333333333,-64.5
583,Río Ceballos,Córdoba,Argentina,section of populated place,S 31° 10′ 10'',W 64° 19′ 3'',-31.1694444444444,-64.3175
584,Departamento de Punilla,Córdoba,Argentina,second-order administrative division,S 31° 10′ 0'',W 64° 40′ 0'',-31.1666666666667,-64.6666666666667
585,Departamento de Presidente Roque Sáenz Peña,Córdoba,Argentina,second-order administrative division,S 34° 15′ 0'',W 63° 30′ 0'',-34.25,-63.5
586,Departamento de Pocho,Córdoba,Argentina,second-order administrative division,S 31° 30′ 0'',W 65° 30′ 0'',-31.5,-65.5
587,Pilar,Córdoba,Argentina,populated place,S 31° 40′ 52'',W 63° 52′ 56'',-31.6811111111111,-63.8822222222222
588,Oncativo,Córdoba,Argentina,populated place,S 31° 54′ 48'',W 63° 40′ 55'',-31.9133333333333,-63.6819444444444
589,Morteros,Córdoba,Argentina,populated place,S 30° 42′ 38'',W 62° 0′ 25'',-30.7105555555556,-62.0069444444444
590,Departamento de Minas,Córdoba,Argentina,second-order administrative division,S 31° 0′ 0'',W 65° 20′ 0'',-31,-65.3333333333333
591,Departamento de Capital,Córdoba,Argentina,second-order administrative division,S 31° 25′ 0'',W 64° 12′ 0'',-31.4166666666667,-64.2
592,Departamento de Calamuchita,Córdoba,Argentina,second-order administrative division,S 32° 15′ 0'',W 64° 35′ 0'',-32.25,-64.5833333333333
593,Bell Ville,Córdoba,Argentina,seat of a second-order administrative division,S 32° 37′ 48'',W 62° 41′ 19'',-32.63,-62.6886111111111
594,Arroyito,Córdoba,Argentina,populated place,S 31° 25′ 9'',W 63° 3′ 3'',-31.4191666666667,-63.0508333333333
595,Villa Dolores,Córdoba,Argentina,populated place,S 31° 56′ 42'',W 65° 11′ 24'',-31.945,-65.19
596,Villa Allende,Córdoba,Argentina,section of populated place,S 31° 17′ 37'',W 64° 17′ 51'',-31.2936111111111,-64.2975
597,Unquillo,Córdoba,Argentina,populated place,S 31° 14′ 13'',W 64° 18′ 42'',-31.2369444444444,-64.3116666666667
598,Departamento de Unión,Córdoba,Argentina,second-order administrative division,S 32° 50′ 0'',W 62° 45′ 0'',-32.8333333333333,-62.75
599,Tulumba Department,Córdoba,Argentina,second-order administrative division,S 30° 15′ 0'',W 63° 55′ 0'',-30.25,-63.9166666666667
600,Dnipro,Dnipropetrovsk,Ukraine,seat of a first-order administrative division,N 48° 27′ 59'',E 35° 2′ 26'',48.4663888888889,35.0405555555556
601,Kryvyi Rih,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 47° 54′ 20'',E 33° 23′ 38'',47.9055555555556,33.3938888888889
602,Dnipropetrovsk,Dnipropetrovsk,Ukraine,first-order administrative division,N 48° 28′ 0'',E 35° 1′ 49'',48.4666666666667,35.0302777777778
603,Pavlohrad,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 48° 31′ 55'',E 35° 52′ 7'',48.5319444444444,35.8686111111111
604,Nikopol,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 47° 34′ 5'',E 34° 23′ 28'',47.5680555555556,34.3911111111111
605,Zhovti Vody,Dnipropetrovsk,Ukraine,populated place,N 48° 20′ 42'',E 33° 29′ 50'',48.345,33.4972222222222
606,Kamyanske,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 48° 31′ 1'',E 34° 36′ 22'',48.5169444444444,34.6061111111111
607,Dnipro International Airport,Dnipropetrovsk,Ukraine,airport,N 48° 21′ 26'',E 35° 6′ 2'',48.3572222222222,35.1005555555556
608,Ternivka,Dnipropetrovsk,Ukraine,populated place,N 48° 31′ 35'',E 36° 4′ 13'',48.5263888888889,36.0702777777778
609,Pyatykhatky,Dnipropetrovsk,Ukraine,populated place,N 48° 24′ 29'',E 33° 42′ 33'',48.4080555555556,33.7091666666667
610,Shakhtarske,Dnipropetrovsk,Ukraine,populated place,N 48° 20′ 52'',E 36° 23′ 46'',48.3477777777778,36.3961111111111
611,Pokrov,Dnipropetrovsk,Ukraine,populated place,N 47° 39′ 13'',E 34° 6′ 53'',47.6536111111111,34.1147222222222
612,Marhanets,Dnipropetrovsk,Ukraine,populated place,N 47° 37′ 51'',E 34° 37′ 28'',47.6308333333333,34.6244444444444
613,Verkhivtseve,Dnipropetrovsk,Ukraine,populated place,N 48° 28′ 52'',E 34° 14′ 24'',48.4811111111111,34.24
614,Apostolove,Dnipropetrovsk,Ukraine,populated place,N 47° 39′ 35'',E 33° 43′ 10'',47.6597222222222,33.7194444444445
615,Samar,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 48° 37′ 44'',E 35° 15′ 32'',48.6288888888889,35.2588888888889
616,Lozuvatka,Dnipropetrovsk,Ukraine,populated place,N 48° 3′ 36'',E 33° 17′ 12'',48.06,33.2866666666667
617,Berëzovoye,Dnipropetrovsk,Ukraine,populated place,N 47° 52′ 26'',E 36° 29′ 54'',47.8738888888889,36.4983333333333
618,Krynychky,Dnipropetrovsk,Ukraine,populated place,N 48° 22′ 27'',E 34° 27′ 43'',48.3741666666667,34.4619444444445
619,Pavlohrad Raion,Dnipropetrovsk,Ukraine,second-order administrative division,N 48° 31′ 34'',E 35° 52′ 12'',48.5261111111111,35.87
620,Novomykolaivka,Dnipropetrovsk,Ukraine,populated place,N 47° 50′ 53'',E 36° 29′ 27'',47.8480555555556,36.4908333333333
621,Pokrovske Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 47° 58′ 51'',E 36° 13′ 58'',47.9808333333333,36.2327777777778
622,Petropavlivka Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 27′ 47'',E 36° 25′ 41'',48.4630555555556,36.4280555555556
623,Sofiyivka Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 2′ 55'',E 33° 52′ 5'',48.0486111111111,33.8680555555556
624,Synelnykove Raion,Dnipropetrovsk,Ukraine,second-order administrative division,N 48° 19′ 33'',E 35° 31′ 46'',48.3258333333333,35.5294444444444
625,Synelnykove,Dnipropetrovsk,Ukraine,seat of a second-order administrative division,N 48° 19′ 25'',E 35° 31′ 34'',48.3236111111111,35.5261111111111
626,Vyshchetarasivka,Dnipropetrovsk,Ukraine,populated place,N 47° 34′ 15'',E 34° 52′ 52'',47.5708333333333,34.8811111111111
627,Vilnohirsk,Dnipropetrovsk,Ukraine,populated place,N 48° 29′ 3'',E 34° 1′ 1'',48.4841666666667,34.0169444444444
628,Verkhnodniprovsk Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 39′ 25'',E 34° 19′ 46'',48.6569444444444,34.3294444444445
629,Verkhnodniprovsk,Dnipropetrovsk,Ukraine,populated place,N 48° 39′ 20'',E 34° 19′ 34'',48.6555555555556,34.3261111111111
630,Tsarychanska Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 56′ 36'',E 34° 29′ 9'',48.9433333333333,34.4858333333333
631,Tomakivka Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 47° 48′ 44'',E 34° 44′ 32'',47.8122222222222,34.7422222222222
632,Zaytsevo,Dnipropetrovsk,Ukraine,populated place,N 48° 25′ 44'',E 35° 40′ 16'',48.4288888888889,35.6711111111111
633,Petrykivs’kyy Rayon,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 41′ 20'',E 34° 36′ 39'',48.6888888888889,34.6108333333333
634,Nikopol,Dnipropetrovsk,Ukraine,port,N 47° 33′ 19'',E 34° 22′ 23'',47.5552777777778,34.3730555555556
635,Kamianskyi Raion,Dnipropetrovsk,Ukraine,second-order administrative division,N 48° 28′ 12'',E 34° 3′ 36'',48.47,34.06
636,Inhulets,Dnipropetrovsk,Ukraine,populated place,N 47° 43′ 48'',E 33° 15′ 6'',47.73,33.2516666666667
637,Terny,Dnipropetrovsk,Ukraine,section of populated place,N 48° 8′ 42'',E 33° 33′ 29'',48.145,33.5580555555556
638,Chernetchina,Dnipropetrovsk,Ukraine,populated place,N 49° 7′ 30'',E 34° 46′ 23'',49.125,34.7730555555556
639,Taroms'ke,Dnipropetrovsk,Ukraine,populated place,N 48° 26′ 34'',E 34° 47′ 18'',48.4427777777778,34.7883333333333
640,Dnipro urban raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 28′ 1'',E 35° 2′ 22'',48.4669444444444,35.0394444444444
641,Magdalinovskiy Rayon,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 58′ 34'',E 34° 58′ 3'',48.9761111111111,34.9675
642,Mahdalynivka,Dnipropetrovsk,Ukraine,populated place,N 48° 54′ 43'',E 34° 54′ 50'',48.9119444444444,34.9138888888889
643,Kryvyi Rih Raion,Dnipropetrovsk,Ukraine,second-order administrative division,N 47° 54′ 2'',E 33° 21′ 39'',47.9005555555556,33.3608333333333
644,Pyatykhatky Rayon,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 24′ 28'',E 33° 42′ 15'',48.4077777777778,33.7041666666667
645,Pidhorodne,Dnipropetrovsk,Ukraine,populated place,N 48° 34′ 27'',E 35° 5′ 49'',48.5741666666667,35.0969444444444
646,Nikopol Raion,Dnipropetrovsk,Ukraine,second-order administrative division,N 47° 34′ 1'',E 34° 23′ 53'',47.5669444444444,34.3980555555556
647,Mezhova,Dnipropetrovsk,Ukraine,populated place,N 48° 15′ 11'',E 36° 44′ 4'',48.2530555555556,36.7344444444444
648,Solone Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 48° 12′ 26'',E 34° 52′ 33'',48.2072222222222,34.8758333333333
649,Shyroke Raion,Dnipropetrovsk,Ukraine,historical second-order administrative division,N 47° 41′ 4'',E 33° 15′ 54'',47.6844444444444,33.265
650,Paraná,Entre Ríos,Argentina,seat of a first-order administrative division,S 31° 43′ 57'',W 60° 31′ 44'',-31.7325,-60.5288888888889
651,Entre Rios,Entre Ríos,Argentina,first-order administrative division,S 32° 0′ 0'',W 59° 0′ 0'',-32,-59
652,Concordia,Entre Ríos,Argentina,seat of a second-order administrative division,S 31° 23′ 31'',W 58° 1′ 1'',-31.3919444444444,-58.0169444444444
653,Gualeguaychú,Entre Ríos,Argentina,seat of a second-order administrative division,S 33° 0′ 28'',W 58° 31′ 6'',-33.0077777777778,-58.5183333333333
654,Concepción del Uruguay,Entre Ríos,Argentina,seat of a second-order administrative division,S 32° 29′ 4'',W 58° 13′ 55'',-32.4844444444444,-58.2319444444444
655,Comodoro Pierrestegui Airport,Entre Ríos,Argentina,airport,S 31° 17′ 49'',W 57° 59′ 47'',-31.2969444444444,-57.9963888888889
656,Gualeguaychu Aerodrome,Entre Ríos,Argentina,airport,S 33° 0′ 37'',W 58° 36′ 47'',-33.0102777777778,-58.6130555555556
657,Parana Airport,Entre Ríos,Argentina,airport,S 31° 47′ 41'',W 60° 28′ 49'',-31.7947222222222,-60.4802777777778
658,Colón,Entre Ríos,Argentina,seat of a second-order administrative division,S 32° 13′ 23'',W 58° 8′ 39'',-32.2230555555556,-58.1441666666667
659,Chajarí,Entre Ríos,Argentina,populated place,S 30° 45′ 17'',W 57° 58′ 55'',-30.7547222222222,-57.9819444444444
660,Departamento de La Paz,Entre Ríos,Argentina,second-order administrative division,S 30° 50′ 0'',W 59° 25′ 0'',-30.8333333333333,-59.4166666666667
661,Departamento de Gualeguaychú,Entre Ríos,Argentina,second-order administrative division,S 33° 15′ 0'',W 59° 0′ 0'',-33.25,-59
662,Departamento de Gualeguay,Entre Ríos,Argentina,second-order administrative division,S 33° 0′ 0'',W 59° 35′ 0'',-33,-59.5833333333333
663,Departamento de Villaguay,Entre Ríos,Argentina,second-order administrative division,S 31° 35′ 0'',W 59° 0′ 0'',-31.5833333333333,-59
664,Departamento de Uruguay,Entre Ríos,Argentina,second-order administrative division,S 32° 26′ 36'',W 58° 34′ 58'',-32.4433333333333,-58.5827777777778
665,Departamento de Paraná,Entre Ríos,Argentina,second-order administrative division,S 31° 40′ 0'',W 60° 0′ 0'',-31.6666666666667,-60
666,Departamento de Victoria,Entre Ríos,Argentina,second-order administrative division,S 32° 40′ 0'',W 60° 20′ 0'',-32.6666666666667,-60.3333333333333
667,Victoria,Entre Ríos,Argentina,populated place,S 32° 37′ 6'',W 60° 9′ 17'',-32.6183333333333,-60.1547222222222
668,Departamento de Islas del Ibicuy,Entre Ríos,Argentina,second-order administrative division,S 33° 43′ 26'',W 58° 39′ 34'',-33.7238888888889,-58.6594444444444
669,Departamento de Concordia,Entre Ríos,Argentina,second-order administrative division,S 31° 12′ 48'',W 58° 9′ 45'',-31.2133333333333,-58.1625
670,Departamento de Colón,Entre Ríos,Argentina,second-order administrative division,S 32° 0′ 13'',W 58° 21′ 47'',-32.0036111111111,-58.3630555555556
671,Basavilbaso,Entre Ríos,Argentina,populated place,S 32° 22′ 19'',W 58° 52′ 42'',-32.3719444444444,-58.8783333333333
672,Gualeguay,Entre Ríos,Argentina,seat of a second-order administrative division,S 33° 8′ 27'',W 59° 18′ 45'',-33.1408333333333,-59.3125
673,Departamento de Feliciano,Entre Ríos,Argentina,second-order administrative division,S 30° 25′ 0'',W 58° 45′ 0'',-30.4166666666667,-58.75
674,Departamento de Federación,Entre Ríos,Argentina,second-order administrative division,S 30° 40′ 0'',W 58° 20′ 0'',-30.6666666666667,-58.3333333333333
675,Villaguay,Entre Ríos,Argentina,seat of a second-order administrative division,S 31° 52′ 3'',W 59° 1′ 37'',-31.8675,-59.0269444444444
676,Departamento de Tala,Entre Ríos,Argentina,second-order administrative division,S 32° 20′ 0'',W 59° 20′ 0'',-32.3333333333333,-59.3333333333333
677,Santa Elena,Entre Ríos,Argentina,populated place,S 30° 56′ 39'',W 59° 47′ 17'',-30.9441666666667,-59.7880555555556
678,Departamento de Nogoyá,Entre Ríos,Argentina,second-order administrative division,S 32° 10′ 0'',W 59° 50′ 0'',-32.1666666666667,-59.8333333333333
679,Nogoyá,Entre Ríos,Argentina,seat of a second-order administrative division,S 32° 23′ 37'',W 59° 47′ 22'',-32.3936111111111,-59.7894444444444
680,Departamento de Diamante,Entre Ríos,Argentina,second-order administrative division,S 32° 10′ 0'',W 60° 25′ 0'',-32.1666666666667,-60.4166666666667
681,Crespo,Entre Ríos,Argentina,populated place,S 32° 1′ 50'',W 60° 18′ 22'',-32.0305555555556,-60.3061111111111
682,Colonia Ayuí,Entre Ríos,Argentina,populated place,S 31° 12′ 20'',W 58° 1′ 48'',-31.2055555555556,-58.03
683,Parque Nacional El Palmar,Entre Ríos,Argentina,nature reserve,S 31° 52′ 47'',W 58° 17′ 12'',-31.8797222222222,-58.2866666666667
684,Villaguay Aerodrome,Entre Ríos,Argentina,airport,S 31° 51′ 0'',W 59° 5′ 0'',-31.85,-59.0833333333333
685,Departamento de Federal,Entre Ríos,Argentina,second-order administrative division,S 30° 57′ 20'',W 58° 46′ 59'',-30.9555555555556,-58.7830555555556
686,Departamento de San Salvador,Entre Ríos,Argentina,second-order administrative division,S 31° 36′ 57'',W 58° 31′ 22'',-31.6158333333333,-58.5227777777778
687,La Paz Aeroclub,Entre Ríos,Argentina,airport,S 30° 44′ 45'',W 59° 34′ 23'',-30.7458333333333,-59.5730555555556
688,Diamante,Entre Ríos,Argentina,seat of a second-order administrative division,S 32° 4′ 1'',W 60° 38′ 33'',-32.0669444444444,-60.6425
689,Villa General Ramírez,Entre Ríos,Argentina,populated place,S 32° 10′ 37'',W 60° 12′ 6'',-32.1769444444444,-60.2016666666667
690,Seguí,Entre Ríos,Argentina,populated place,S 31° 57′ 23'',W 60° 7′ 40'',-31.9563888888889,-60.1277777777778
691,San Benito,Entre Ríos,Argentina,populated place,S 31° 46′ 58'',W 60° 26′ 22'',-31.7827777777778,-60.4394444444444
692,Oro Verde,Entre Ríos,Argentina,populated place,S 31° 49′ 28'',W 60° 30′ 58'',-31.8244444444444,-60.5161111111111
693,Aranguren,Entre Ríos,Argentina,populated place,S 32° 14′ 35'',W 60° 9′ 38'',-32.2430555555556,-60.1605555555556
694,Villa Urquiza,Entre Ríos,Argentina,populated place,S 31° 38′ 51'',W 60° 22′ 30'',-31.6475,-60.375
695,Viale,Entre Ríos,Argentina,populated place,S 31° 52′ 5'',W 60° 0′ 27'',-31.8680555555556,-60.0075
696,Ceibas,Entre Ríos,Argentina,populated place,S 33° 29′ 56'',W 58° 48′ 0'',-33.4988888888889,-58.8
697,Caseros,Entre Ríos,Argentina,populated place,S 32° 27′ 54'',W 58° 28′ 38'',-32.465,-58.4772222222222
698,Bovril,Entre Ríos,Argentina,populated place,S 31° 20′ 36'',W 59° 26′ 47'',-31.3433333333333,-59.4463888888889
699,Aldea San Antonio,Entre Ríos,Argentina,populated place,S 32° 37′ 23'',W 58° 42′ 18'',-32.6230555555556,-58.705
700,Espírito Santo,Espírito Santo,Brazil,first-order administrative division,S 20° 0′ 0'',W 40° 45′ 0'',-20,-40.75
701,Vitória,Espírito Santo,Brazil,seat of a first-order administrative division,S 20° 19′ 10'',W 40° 20′ 16'',-20.3194444444444,-40.3377777777778
